mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_beta_1,param_hidden_layer_sizes,param_momentum,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
37.25120075543722,19.30996568954709,0.06772478421529134,0.006718873401893433,0.001,0.9,"(128,)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128,), 'momentum': 0.5}",0.2170481452249408,0.1957379636937648,0.1957379636937648,0.20284135753749014,0.010045715912673918,64
37.229440768559776,19.270621334242676,0.07668352127075195,0.0024759538443119475,0.001,0.9,"(128,)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128,), 'momentum': 0.7}",0.2170481452249408,0.1957379636937648,0.1957379636937648,0.20284135753749014,0.010045715912673918,64
37.5401037534078,19.43862790548157,0.07227325439453125,0.009799038205545896,0.001,0.9,"(128,)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128,), 'momentum': 0.9}",0.2170481452249408,0.1957379636937648,0.1957379636937648,0.20284135753749014,0.010045715912673918,64
209.30695350964865,21.86706853542898,0.21094886461893717,0.00803191340765633,0.001,0.9,"(512,)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512,), 'momentum': 0.5}",0.19494869771112866,0.1957379636937648,0.20599842146803474,0.1988950276243094,0.005033182444017097,73
209.5438356399536,22.144594869247477,0.24219608306884766,0.031918990711578166,0.001,0.9,"(512,)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512,), 'momentum': 0.7}",0.19494869771112866,0.1957379636937648,0.20599842146803474,0.1988950276243094,0.005033182444017097,73
210.69103876749674,20.479989657981466,0.21663125356038412,0.019653119103694782,0.001,0.9,"(512,)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512,), 'momentum': 0.9}",0.19494869771112866,0.1957379636937648,0.20599842146803474,0.1988950276243094,0.005033182444017097,73
451.49585874875385,41.355051150901915,0.38674132029215497,0.00938847590696251,0.001,0.9,"(1024,)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (1024,), 'momentum': 0.5}",0.22888713496448304,0.19731649565903708,0.19731649565903708,0.20784004209418572,0.01488254209285026,58
442.3426489830017,43.4548287671797,0.3951276938120524,0.01783393113481342,0.001,0.9,"(1024,)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (1024,), 'momentum': 0.7}",0.22888713496448304,0.19731649565903708,0.19731649565903708,0.20784004209418572,0.01488254209285026,58
450.44669969876605,49.25387328979186,0.38099296887715656,0.018045489091845043,0.001,0.9,"(1024,)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (1024,), 'momentum': 0.9}",0.22888713496448304,0.19731649565903708,0.19731649565903708,0.20784004209418572,0.01488254209285026,58
608.4204867680868,267.1713936835964,0.7269650300343832,0.018951803362206074,0.001,0.9,"(2048,)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (2048,), 'momentum': 0.5}",0.18389897395422258,0.19652722967640096,0.1957379636937648,0.1920547224414628,0.005775979584346265,118
630.3833577632904,293.9927321806961,0.8262197176615397,0.042577358022292636,0.001,0.9,"(2048,)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (2048,), 'momentum': 0.7}",0.18389897395422258,0.19652722967640096,0.1957379636937648,0.1920547224414628,0.005775979584346265,118
643.598955710729,307.7188330293945,0.8315567175547282,0.05875023757064287,0.001,0.9,"(2048,)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (2048,), 'momentum': 0.9}",0.18389897395422258,0.19652722967640096,0.1957379636937648,0.1920547224414628,0.005775979584346265,118
46.05131300290426,9.643285597049067,0.06947127978006999,0.008741156880613011,0.001,0.9,"(128, 128)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128, 128), 'momentum': 0.5}",0.18153117600631413,0.2249408050513023,0.26992896606156275,0.22546698237305973,0.03609016457516186,31
45.61428117752075,9.538458957370267,0.06527368227640788,0.002685248167245594,0.001,0.9,"(128, 128)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128, 128), 'momentum': 0.7}",0.18153117600631413,0.2249408050513023,0.26992896606156275,0.22546698237305973,0.03609016457516186,31
45.31295506159464,9.246480110056895,0.07292763392130534,0.017003253421671465,0.001,0.9,"(128, 128)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128, 128), 'momentum': 0.9}",0.18153117600631413,0.2249408050513023,0.26992896606156275,0.22546698237305973,0.03609016457516186,31
94.01188492774963,33.37440111115702,0.23299725850423178,0.013239177144223508,0.001,0.9,"(512, 512)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512, 512), 'momentum': 0.5}",0.21783741120757696,0.24230465666929754,0.26992896606156275,0.24335701131281243,0.02127930308223224,16
93.75696484247844,33.45102889866346,0.22023844718933105,0.018733507161096643,0.001,0.9,"(512, 512)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512, 512), 'momentum': 0.7}",0.21783741120757696,0.24230465666929754,0.26992896606156275,0.24335701131281243,0.02127930308223224,16
