,name,train_size,train_score,train_score_std,test_score,test_score_std,train_time,train_time_std,test_time,test_time_std
0,kNN,0.07998783454987834,1.0,0.0,0.8672879195844037,0.004239061061721867,0.0033883094787597657,0.0017110155971362265,0.1187138557434082,0.013173899696061756
1,kNN,0.1599756690997567,1.0,0.0,0.8729902079058771,0.003717919236148127,0.0036031246185302735,0.0024152306601327774,0.2192563533782959,0.023344973355280647
2,kNN,0.23999115239991153,1.0,0.0,0.8759786057138946,0.0032157918412581083,0.003799915313720703,0.0023266189495226726,0.323941707611084,0.02656735076304688
3,kNN,0.3199789869497899,1.0,0.0,0.8765711767301774,0.0030704747335583205,0.004910802841186524,0.0033982390361351695,0.4330422878265381,0.03248006661451105
4,kNN,0.3999944702499447,1.0,0.0,0.8797098023539229,0.0024732916932264366,0.0072113990783691405,0.0029671666814732696,0.5212311744689941,0.018500159547264333
5,kNN,0.47998230479982307,1.0,0.0,0.8804736861558841,0.002588681832671952,0.005728673934936523,0.0037463803582809935,0.6234392642974853,0.039893673508603976
6,kNN,0.5599701393497014,1.0,0.0,0.8820312273374527,0.0015640568922634934,0.0062176227569580075,0.00399995852632455,0.7379953384399414,0.0356078415096963
7,kNN,0.6399856226498563,1.0,0.0,0.8832254921884786,0.002537296553821992,0.0074977874755859375,0.004396137428415101,0.8261956214904785,0.09290238096134655
8,kNN,0.7199734571997346,1.0,0.0,0.8832395398574023,0.0025602308691189705,0.00825953483581543,0.004224450936214495,0.9034873962402343,0.0584763336601624
9,kNN,0.7999889404998894,1.0,0.0,0.8832895153911421,0.0024834331904542714,0.010132980346679688,0.005735169352813538,1.001262092590332,0.04516032217648322
10,SVM,0.07998783454987834,0.9726907720581366,0.0005826242236429024,0.8826791292132812,0.0025083761423098875,0.11662564277648926,0.011284481556606829,0.6703351497650146,0.03842357134711086
11,SVM,0.1599756690997567,0.9575377445877045,0.0020358141943102484,0.88817391779459,0.003722085941162155,0.43302407264709475,0.035906872300212556,1.3023643493652344,0.09442811453827998
12,SVM,0.23999115239991153,0.954843409220395,0.0021974737801831066,0.8894928601168257,0.0025776085720377938,1.0579626560211182,0.14301939177481818,1.8886841773986816,0.3265436138216395
13,SVM,0.3199789869497899,0.9494137331486977,0.0023171613074675955,0.8910837143432249,0.0021964105147475018,1.9568706512451173,0.2690343104820764,2.4349761486053465,0.20569036279337538
14,SVM,0.3999944702499447,0.9462197325015955,0.002311160456415871,0.8924554482505735,0.003222090700641628,3.054252576828003,0.29555493281479545,2.778855037689209,0.11711390394703212
15,SVM,0.47998230479982307,0.9446407065341029,0.0025026893597155167,0.893371212557933,0.004224106550454002,4.910409307479858,0.3055259419162633,3.774749422073364,0.47478845141535586
16,SVM,0.5599701393497014,0.9438985797913315,0.001922082344993797,0.8945134050869331,0.0035467120262767304,8.123929214477538,0.4373021235879739,3.855870819091797,0.3657589154428703
17,SVM,0.6399856226498563,0.9422831860558606,0.0012177247966275455,0.8950881999849601,0.003216317996391877,11.617350387573243,0.6278114538563185,4.570268011093139,0.730110441381309
18,SVM,0.7199734571997346,0.9405857013532911,0.0013813617093196824,0.8958634383527506,0.0034650631636820445,19.231294870376587,2.1464704564880215,4.965316104888916,0.8361878049787239
19,SVM,0.7999889404998894,0.9400962569544863,0.0012730024964805423,0.897327472673164,0.003886348415270329,28.62240676879883,5.707173931772349,4.814601278305053,0.6753099106461788
20,NN,0.07998783454987834,1.0,0.0,0.8839493163156348,0.002485473517544862,21.152861642837525,1.0515161319361541,0.11711173057556153,0.00992864511099257
21,NN,0.1599756690997567,0.9997926504206681,6.903860957105991e-05,0.8846155486808769,0.0029635195481475434,47.20830302238464,8.00885750318898,0.1305832862854004,0.00834140430942371
22,NN,0.23999115239991153,0.9979579323070066,0.0032837850760441814,0.8840188138093353,0.002167406562298921,65.58815693855286,5.2152695018807655,0.11647472381591797,0.01221685470312363
23,NN,0.3199789869497899,0.9979593612886314,0.0007267522265919246,0.8843982014637792,0.004228722085351016,78.46947102546692,8.175178123052802,0.1205862045288086,0.006770296371928659
24,NN,0.3999944702499447,0.9982427198088895,0.0007952516815843851,0.8877159467441149,0.0038139625035267122,90.06274757385253,8.708232450599276,0.11693801879882812,0.033572711862068456
25,NN,0.47998230479982307,0.9984749970100534,0.000922207930043152,0.8889221927290173,0.003056532671953386,117.82586483955383,8.085974508348485,0.1164473533630371,0.027434571827903577
26,NN,0.5599701393497014,0.9985254627608395,0.0005586664939104402,0.8882139895144189,0.0035214723528790666,130.79178891181945,10.375428906824846,0.11488666534423828,0.024643591719961534
27,NN,0.6399856226498563,0.9987905953465095,0.0005910189965738709,0.8909819228499085,0.004086795810269401,167.23787269592285,24.665615401108045,0.11327476501464843,0.02912008417933828
28,NN,0.7199734571997346,0.9981683688892957,0.0005121205454784229,0.8910439704533586,0.0019595711580772854,194.61793727874755,24.834668256709172,0.12102828025817872,0.040255887342868106
29,NN,0.7999889404998894,0.9976777420813978,0.0008952482677321759,0.8910771883871946,0.0028779855653180563,184.78888726234436,26.917590521512775,0.10530638694763184,0.03077200560254607
