,name,train_size,train_score,train_score_std,test_score,test_score_std,train_time,train_time_std,test_time,test_time_std
0,kNN,0.0799789529071297,1.0,0.0,0.3191606031996249,0.008666246418911958,0.0019442081451416016,0.0003405616784515525,0.7078214168548584,0.04117772871277155
1,kNN,0.1599579058142594,1.0,0.0,0.3314587181856773,0.014500810276827326,0.0027930736541748047,0.0007452466268335217,1.4466118812561035,0.05930332010310038
2,kNN,0.23993685872138912,1.0,0.0,0.35406013664051117,0.021175887365845605,0.0027406692504882814,0.0003627089481390139,2.1576985359191894,0.10001652078644052
3,kNN,0.3199158116285188,1.0,0.0,0.3605150081132666,0.011225923250755693,0.003507184982299805,0.0007901627730573246,2.867115545272827,0.1420389857012041
4,kNN,0.39989476453564854,1.0,0.0,0.37067799074658475,0.007311742398303625,0.004163932800292969,0.0009807851421324467,3.597457218170166,0.14479808240185996
5,kNN,0.47987371744277824,1.0,0.0,0.3760973365854491,0.008272576033906517,0.004582357406616211,0.0006959021899868242,4.325068426132202,0.19825450619793641
6,kNN,0.5598526703499079,1.0,0.0,0.3934006642933736,0.008512674543416652,0.004631662368774414,0.0010342706189044389,5.032934522628784,0.21613793251916708
7,kNN,0.6398316232570376,1.0,0.0,0.3994282014645307,0.006218835670083361,0.005068063735961914,0.0011634808681036393,5.88126654624939,0.27637413974320146
8,kNN,0.7198105761641673,1.0,0.0,0.3997072123335435,0.008818959403821519,0.007917118072509766,0.002156276585749934,6.548076391220093,0.23863085317701296
9,kNN,0.7997895290712971,1.0,0.0,0.4052875719719237,0.012114450592133294,0.0058475971221923825,0.0004527768712705705,7.190666246414184,0.26889264209221636
