mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.00676727294921875,0.000544676240892773,1.5487966537475586,0.2308594498368815,minkowski,5,uniform,"{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'}",0.2904498816101026,0.292817679558011,0.31176006314127863,0.29834254143646405,0.009536737153586891,25
0.011071364084879557,0.004208491940565577,1.5209016005198162,0.06677385541315294,minkowski,5,distance,"{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'}",0.2936069455406472,0.2967640094711918,0.31018153117600633,0.3001841620626151,0.007185740743881964,23
0.010971625645955404,0.00595925669301225,1.7004381815592449,0.3672171160033274,minkowski,10,uniform,"{'metric': 'minkowski', 'n_neighbors': 10, 'weights': 'uniform'}",0.2912391475927388,0.281767955801105,0.2809786898184688,0.2846619310707708,0.004661942948347651,29
0.007531404495239258,0.001742892236264725,1.5647505919138591,0.10438304913778151,minkowski,10,distance,"{'metric': 'minkowski', 'n_neighbors': 10, 'weights': 'distance'}",0.292817679558011,0.2841357537490134,0.2904498816101026,0.289134438305709,0.003664401020043178,27
0.010953267415364584,0.0063010711763346865,1.9383962949117024,0.32823482852460495,minkowski,25,uniform,"{'metric': 'minkowski', 'n_neighbors': 25, 'weights': 'uniform'}",0.27071823204419887,0.2430939226519337,0.2565114443567482,0.2567745330176269,0.011279111344501975,33
0.03609204292297363,0.041919358771325896,1.8982005914052327,0.21067994045691024,minkowski,25,distance,"{'metric': 'minkowski', 'n_neighbors': 25, 'weights': 'distance'}",0.2691397000789266,0.2478295185477506,0.2644041041831097,0.260457774269929,0.009136414287916525,31
0.018295685450236004,0.0068721931661775105,2.006819248199463,0.1658051511149368,minkowski,50,uniform,"{'metric': 'minkowski', 'n_neighbors': 50, 'weights': 'uniform'}",0.24546172059984214,0.24072612470402527,0.2525651144435675,0.24625098658247832,0.004865362275429344,37
0.0192263126373291,0.0070077645885605,1.787923256556193,0.2894474696094736,minkowski,50,distance,"{'metric': 'minkowski', 'n_neighbors': 50, 'weights': 'distance'}",0.250197316495659,0.2430939226519337,0.2549329123914759,0.24940805051302287,0.004865362275429342,35
0.012227694193522135,0.009044058090233755,1.2894960244496663,0.10690311829794379,minkowski,100,uniform,"{'metric': 'minkowski', 'n_neighbors': 100, 'weights': 'uniform'}",0.2265193370165746,0.24151539068666142,0.23677979479084452,0.2349381741646935,0.006259077744472679,41
0.013859430948893229,0.004491241511113522,0.702100912729899,0.138858452543591,minkowski,100,distance,"{'metric': 'minkowski', 'n_neighbors': 100, 'weights': 'distance'}",0.23204419889502761,0.24388318863456984,0.23914759273875297,0.23835832675611682,0.004865362275429344,39
