mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
42.83261330922445,0.206781758995616,9.14571706453959,0.022945491074139592,1,linear,"{'C': 1, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
43.1947295665741,0.09985749940479079,9.186424732208252,0.02231422774648201,1,poly,"{'C': 1, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
34.374446392059326,0.0688757161614124,14.669851938883463,0.03145181726553984,1,rbf,"{'C': 1, 'kernel': 'rbf'}",0.4996053670086819,0.4972375690607735,0.5035516969218626,0.5001315443304394,0.0026044448662487776,7
37.12759327888489,0.3456816638144851,8.862139145533243,0.03615051774564433,1,sigmoid,"{'C': 1, 'kernel': 'sigmoid'}",0.19494869771112866,0.1957379636937648,0.1957379636937648,0.1954748750328861,0.00037206355232125715,22
42.46149881680807,0.3243170486301434,8.886417150497437,0.027372855125763297,3,linear,"{'C': 3, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
42.75240921974182,0.11043261125073785,8.868217388788858,0.04905818553774541,3,poly,"{'C': 3, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
41.86748758951823,0.43841908217521597,15.681183815002441,0.03837639956272067,3,rbf,"{'C': 3, 'kernel': 'rbf'}",0.5185477505919495,0.526440410418311,0.531965272296764,0.5256511444356748,0.005506037762814115,2
37.039770205815636,0.061693808232397396,8.894914309183756,0.1475235364050114,3,sigmoid,"{'C': 3, 'kernel': 'sigmoid'}",0.19494869771112866,0.1957379636937648,0.1957379636937648,0.1954748750328861,0.00037206355232125715,22
42.52615785598755,0.16212174984398134,8.6949413617452,0.062496239947982174,5,linear,"{'C': 5, 'kernel': 'linear'}",0.3425414364640884,0.3425414364640884,0.3472770323599053,0.3441199684293607,0.002232381313927543,15
42.81095894177755,0.1245686594915733,8.913618087768555,0.07418824830556513,5,poly,"{'C': 5, 'kernel': 'poly'}",0.3780584056827151,0.39936858721389107,0.39463299131807417,0.39068666140489344,0.009136414287916499,8
