mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.005124966303507487,7.507758614740591e-05,1.7133816878000896,0.09242230300165828,minkowski,3,distance,"{'metric': 'minkowski', 'n_neighbors': 3, 'weights': 'distance'}",0.8780238157540324,0.8834903110374077,0.8811576184018446,0.8808905817310949,0.00223966130005333,9
0.005462328592936198,0.0005362903004272799,1.8476401964823406,0.09575182189984432,minkowski,5,uniform,"{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'}",0.8802247857898505,0.8811680554675552,0.8821763253975975,0.8811897222183345,0.0007968600028521499,7
0.00644373893737793,0.0021391792980176845,1.888484001159668,0.07290454487110183,minkowski,5,distance,"{'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'distance'}",0.8796928810020119,0.8823078773675624,0.8815909407945395,0.8811972330547047,0.0011032696365092889,5
0.009514967600504557,0.002412722682382785,1.7507673899332683,0.11104652858855542,minkowski,10,uniform,"{'metric': 'minkowski', 'n_neighbors': 10, 'weights': 'uniform'}",0.8748797158175123,0.8751770395907836,0.8759530157979027,0.8753365904020662,0.00045246403762230314,24
0.006038268407185872,0.0015301580371778626,1.7007391452789307,0.05629095397734414,minkowski,10,distance,"{'metric': 'minkowski', 'n_neighbors': 10, 'weights': 'distance'}",0.8800959042883875,0.8835326458852171,0.8821807862557987,0.8819364454764678,0.0014136418719458291,1
0.005472342173258464,0.0002902023484168253,1.6735103130340576,0.08723769737633619,minkowski,25,uniform,"{'metric': 'minkowski', 'n_neighbors': 25, 'weights': 'uniform'}",0.8764560454524473,0.8771319723969828,0.8771735498858404,0.8769205225784235,0.0003288732504692137,17
0.004883209864298503,0.00017476611297784637,1.719782034556071,0.019282257660044513,minkowski,25,distance,"{'metric': 'minkowski', 'n_neighbors': 25, 'weights': 'distance'}",0.8777443611762169,0.8779802726020418,0.8776687679413916,0.8777978005732168,0.00013266653751790367,15
0.005159775416056315,0.00046862526070514814,1.855180263519287,0.02639046538765319,minkowski,50,uniform,"{'metric': 'minkowski', 'n_neighbors': 50, 'weights': 'uniform'}",0.8718422537048739,0.87369229605125,0.8722969586112069,0.8726105027891102,0.0007871453209621877,30
0.007488409678141276,0.0015423168129508752,2.108237346013387,0.026231286461433478,minkowski,50,distance,"{'metric': 'minkowski', 'n_neighbors': 50, 'weights': 'distance'}",0.8738343595730679,0.875576815493792,0.8741616944467292,0.8745242898378631,0.0007561502153100782,28
0.011205514272054037,0.007029004370272862,2.270050525665283,0.043918478013375346,minkowski,100,uniform,"{'metric': 'minkowski', 'n_neighbors': 100, 'weights': 'uniform'}",0.8637792042226949,0.8668544358930472,0.8632966288139243,0.8646434229765555,0.0015757862257631846,37
0.01971292495727539,0.0183390729335312,1.9743883609771729,0.16155704648761884,minkowski,100,distance,"{'metric': 'minkowski', 'n_neighbors': 100, 'weights': 'distance'}",0.8655894877646781,0.8678687239691831,0.865894414395383,0.8664508753764147,0.0010102692830922925,35
