mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_beta_1,param_hidden_layer_sizes,param_momentum,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
35.475412686665855,18.20447547543181,0.07977986335754395,0.0028924139678086916,0.001,0.9,"(128,)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128,), 'momentum': 0.5}",0.17711195556738155,0.0640831881136022,0.0640831881136022,0.10175944393152865,0.05328227195714981,70
35.41493026415507,18.20307383452005,0.07200368245442708,0.00790761287941797,0.001,0.9,"(128,)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128,), 'momentum': 0.7}",0.17711195556738155,0.0640831881136022,0.0640831881136022,0.10175944393152865,0.05328227195714981,70
35.58283940951029,18.273302998658426,0.09269126256306966,0.018812486498275202,0.001,0.9,"(128,)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128,), 'momentum': 0.9}",0.17711195556738155,0.0640831881136022,0.0640831881136022,0.10175944393152865,0.05328227195714981,70
204.76706687609354,20.957947196362916,0.2055997053782145,0.011744514007802537,0.001,0.9,"(512,)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512,), 'momentum': 0.5}",0.0636094165583207,0.06412551518633246,0.0855750945685243,0.0711033421043925,0.010235243165513554,97
203.66393248240152,22.526850803142967,0.21517634391784668,0.0053334057339667115,0.001,0.9,"(512,)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512,), 'momentum': 0.7}",0.0636094165583207,0.06412551518633246,0.0855750945685243,0.0711033421043925,0.010235243165513554,97
207.45825815200806,20.334995676657503,0.2035535971323649,0.00496385065561042,0.001,0.9,"(512,)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512,), 'momentum': 0.9}",0.0636094165583207,0.06412551518633246,0.0855750945685243,0.0711033421043925,0.010235243165513554,97
450.9008786678314,43.98958597010386,0.3899543285369873,0.0007397572076131662,0.001,0.9,"(1024,)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (1024,), 'momentum': 0.5}",0.1255314226808208,0.06989220911568421,0.0688510785380709,0.08809157011152531,0.026477385426408033,85
450.7913239002228,49.23486560532808,0.3787540594736735,0.016918753193060798,0.001,0.9,"(1024,)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (1024,), 'momentum': 0.7}",0.1255314226808208,0.06989220911568421,0.0688510785380709,0.08809157011152531,0.026477385426408033,85
449.470960855484,49.37821930318011,0.4451162815093994,0.054755817452838404,0.001,0.9,"(1024,)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (1024,), 'momentum': 0.9}",0.1255314226808208,0.06989220911568421,0.0688510785380709,0.08809157011152531,0.026477385426408033,85
613.8433280785879,272.78752550825027,0.8003494739532471,0.014908980465690497,0.001,0.9,"(2048,)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (2048,), 'momentum': 0.5}",0.10917960980763834,0.0657328221413383,0.06433799204248332,0.07975014133048665,0.020817566282459895,88
635.2937994003296,293.26691050919175,0.782821257909139,0.041597361902462764,0.001,0.9,"(2048,)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (2048,), 'momentum': 0.7}",0.10917960980763834,0.0657328221413383,0.06433799204248332,0.07975014133048665,0.020817566282459895,88
644.041627407074,306.19537849832926,0.8266332944234213,0.02787269692132742,0.001,0.9,"(2048,)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (2048,), 'momentum': 0.9}",0.10917960980763834,0.0657328221413383,0.06433799204248332,0.07975014133048665,0.020817566282459895,88
45.694273710250854,9.177462344049305,0.08207893371582031,0.015376009895095247,0.001,0.9,"(128, 128)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128, 128), 'momentum': 0.5}",0.13638124381258618,0.2193542190891781,0.2332144913217901,0.19631665140785146,0.042756805300820946,16
45.76214734713236,9.436699567903844,0.08409992853800456,0.013313837994859466,0.001,0.9,"(128, 128)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128, 128), 'momentum': 0.7}",0.13638124381258618,0.2193542190891781,0.2332144913217901,0.19631665140785146,0.042756805300820946,16
45.752307971318565,9.30306763308518,0.07048368453979492,0.005688933172165425,0.001,0.9,"(128, 128)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (128, 128), 'momentum': 0.9}",0.13638124381258618,0.2193542190891781,0.2332144913217901,0.19631665140785146,0.042756805300820946,16
95.05153044064839,33.943609534778794,0.23981380462646484,0.012767139830458867,0.001,0.9,"(512, 512)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512, 512), 'momentum': 0.5}",0.13847197221982896,0.2140257528112812,0.25800274623699687,0.203500157089369,0.04936255401456768,13
93.55189665158589,33.621365758082426,0.24329090118408203,0.023921769790539005,0.001,0.9,"(512, 512)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512, 512), 'momentum': 0.7}",0.13847197221982896,0.2140257528112812,0.25800274623699687,0.203500157089369,0.04936255401456768,13
94.67371344566345,33.91381460392804,0.21909268697102866,0.007476407502706633,0.001,0.9,"(512, 512)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (512, 512), 'momentum': 0.9}",0.13847197221982896,0.2140257528112812,0.25800274623699687,0.203500157089369,0.04936255401456768,13
187.55077878634134,75.3878145530981,0.5032739639282227,0.04777967944379197,0.001,0.9,"(1024, 1024)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (1024, 1024), 'momentum': 0.5}",0.0636094165583207,0.30384297351744977,0.0640831881136022,0.14384519272979088,0.11313568110195078,46
194.64652347564697,85.19276920229676,0.49551820755004883,0.003399101905779467,0.001,0.9,"(1024, 1024)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (1024, 1024), 'momentum': 0.7}",0.0636094165583207,0.30384297351744977,0.0640831881136022,0.14384519272979088,0.11313568110195078,46
197.8483533859253,86.94349474805118,0.4785183270772298,0.03422574879138003,0.001,0.9,"(1024, 1024)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (1024, 1024), 'momentum': 0.9}",0.0636094165583207,0.30384297351744977,0.0640831881136022,0.14384519272979088,0.11313568110195078,46
624.5890367031097,3.4664656327985357,1.1258399486541748,0.029259991014995258,0.001,0.9,"(2048, 2048)",0.5,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (2048, 2048), 'momentum': 0.5}",0.0636094165583207,0.0640831881136022,0.0640831881136022,0.0639252642618417,0.0002233380529818969,115
616.772881269455,6.284172644558679,1.1439607938130696,0.008953947125022203,0.001,0.9,"(2048, 2048)",0.7,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (2048, 2048), 'momentum': 0.7}",0.0636094165583207,0.0640831881136022,0.0640831881136022,0.0639252642618417,0.0002233380529818969,115
535.5207212766012,28.30764598553293,1.1259056727091472,0.016625560670590837,0.001,0.9,"(2048, 2048)",0.9,"{'alpha': 0.001, 'beta_1': 0.9, 'hidden_layer_sizes': (2048, 2048), 'momentum': 0.9}",0.0636094165583207,0.0640831881136022,0.0640831881136022,0.0639252642618417,0.0002233380529818969,115
42.39815370241801,22.595488910545676,0.08289488156636556,0.03264039619856763,0.001,0.95,"(128,)",0.5,"{'alpha': 0.001, 'beta_1': 0.95, 'hidden_layer_sizes': (128,), 'momentum': 0.5}",0.16719173172804033,0.0640831881136022,0.0640831881136022,0.09845270265174826,0.048605833592025395,73
39.721807400385536,20.451773166853304,0.09095001220703125,0.017458623302184235,0.001,0.95,"(128,)",0.7,"{'alpha': 0.001, 'beta_1': 0.95, 'hidden_layer_sizes': (128,), 'momentum': 0.7}",0.16719173172804033,0.0640831881136022,0.0640831881136022,0.09845270265174826,0.048605833592025395,73
37.973265965779625,20.3551060368759,0.06840133666992188,0.007409973527187283,0.001,0.95,"(128,)",0.9,"{'alpha': 0.001, 'beta_1': 0.95, 'hidden_layer_sizes': (128,), 'momentum': 0.9}",0.16719173172804033,0.0640831881136022,0.0640831881136022,0.09845270265174826,0.048605833592025395,73
119.6622310479482,83.75123501868926,0.1851189136505127,0.009178497169786894,0.001,0.95,"(512,)",0.5,"{'alpha': 0.001, 'beta_1': 0.95, 'hidden_layer_sizes': (512,), 'momentum': 0.5}",0.06365145847276771,0.1888062494153659,0.17549803702933392,0.14265191497248916,0.05612534320370921,49
